,sentence_num,t_i-2,t_i-1,t_i,t_i+1,t_i+2,w_i-2,w_i-1,w_i,w_i+1,w_i+2,"t_i-2,i-1","t_i-1,i+1","t_i+1,i+2",tag_prediction
922327,41781,start,PRO,VD,NUM,N,,They,waited,three,minutes,start_PRO,PRO_NUM,NUM_N,VD
922328,41781,PRO,VD,NUM,N,CNJ,They,waited,three,minutes,and,PRO_VD,VD_N,N_CNJ,NUM
922329,41781,VD,NUM,N,CNJ,ADV,waited,three,minutes,and,then,VD_NUM,NUM_CNJ,CNJ_ADV,N
922330,41781,NUM,N,CNJ,ADV,VD,three,minutes,and,then,crept,NUM_N,N_ADV,ADV_VD,CNJ
922331,41781,N,CNJ,ADV,VD,ADV,minutes,and,then,crept,out,N_CNJ,CNJ_VD,VD_ADV,CNJ
922332,41781,CNJ,ADV,VD,ADV,P,and,then,crept,out,on,CNJ_ADV,ADV_ADV,ADV_P,VD
922333,41781,ADV,VD,ADV,P,N,then,crept,out,on,tip-toe,ADV_VD,VD_P,P_N,ADV
922334,41781,VD,ADV,P,N,.,crept,out,on,tip-toe,;,VD_ADV,ADV_N,N_.,P
922335,41781,ADV,P,N,.,.,out,on,tip-toe,;,;,ADV_P,P_.,._.,N
922336,41781,P,N,.,.,end,on,tip-toe,;,;,,P_N,N_.,._end,.
922337,41781,N,.,.,end,end,tip-toe,;,;,,,N_.,._end,end_end,.
922707,41796,start,start,NP,VD,P,,,Alex,returned,to,start_start,start_VD,VD_P,NP
922708,41796,start,NP,VD,P,DET,,Alex,returned,to,the,start_NP,NP_P,P_DET,VD
922709,41796,NP,VD,P,DET,N,Alex,returned,to,the,hotel,NP_VD,VD_DET,DET_N,P
922710,41796,VD,P,DET,N,",",returned,to,the,hotel,",",VD_P,P_N,"N_,",DET
922711,41796,P,DET,N,",",DET,to,the,hotel,",",rather,P_DET,"DET_,",",_DET",N
922712,41796,DET,N,",",DET,ADJ,the,hotel,",",rather,weary,DET_N,N_DET,DET_ADJ,","
922713,41796,N,",",DET,ADJ,CNJ,hotel,",",rather,weary,and,"N_,",",_ADJ",ADJ_CNJ,DET
922714,41796,",",DET,ADJ,CNJ,P,",",rather,weary,and,with,",_DET",DET_CNJ,CNJ_P,ADJ
922715,41796,DET,ADJ,CNJ,P,ADV,rather,weary,and,with,no,DET_ADJ,ADJ_P,P_ADV,CNJ
922716,41796,ADJ,CNJ,P,ADV,ADJ,weary,and,with,no,new,ADJ_CNJ,CNJ_ADV,ADV_ADJ,P
922717,41796,CNJ,P,ADV,ADJ,N,and,with,no,new,prospects,CNJ_P,P_ADJ,ADJ_N,DET
922718,41796,P,ADV,ADJ,N,P,with,no,new,prospects,of,P_ADV,ADV_N,N_P,ADJ
922719,41796,ADV,ADJ,N,P,DET,no,new,prospects,of,a,ADV_ADJ,ADJ_P,P_DET,N
922720,41796,ADJ,N,P,DET,N,new,prospects,of,a,role,ADJ_N,N_DET,DET_N,P
922721,41796,N,P,DET,N,",",prospects,of,a,role,",",N_P,P_N,"N_,",DET
922722,41796,P,DET,N,",",P,of,a,role,",",in,P_DET,"DET_,",",_P",N
922723,41796,DET,N,",",P,DET,a,role,",",in,the,DET_N,N_P,P_DET,","
922724,41796,N,",",P,DET,ADJ,role,",",in,the,late,"N_,",",_DET",DET_ADJ,P
922725,41796,",",P,DET,ADJ,N,",",in,the,late,afternoon,",_P",P_ADJ,ADJ_N,DET
922726,41796,P,DET,ADJ,N,",",in,the,late,afternoon,",",P_DET,DET_N,"N_,",ADJ
922727,41796,DET,ADJ,N,",",CNJ,the,late,afternoon,",",but,DET_ADJ,"ADJ_,",",_CNJ",N
922728,41796,ADJ,N,",",CNJ,VD,late,afternoon,",",but,found,ADJ_N,N_CNJ,CNJ_VD,","
922729,41796,N,",",CNJ,VD,DET,afternoon,",",but,found,the,"N_,",",_VD",VD_DET,CNJ
922730,41796,",",CNJ,VD,DET,N,",",but,found,the,doctor,",_CNJ",CNJ_DET,DET_N,VD
922731,41796,CNJ,VD,DET,N,P,but,found,the,doctor,in,CNJ_VD,VD_N,N_P,DET
922732,41796,VD,DET,N,P,DET,found,the,doctor,in,an,VD_DET,DET_P,P_DET,N
922733,41796,DET,N,P,DET,ADJ,the,doctor,in,an,ebullient,DET_N,N_DET,DET_ADJ,P
922734,41796,N,P,DET,ADJ,N,doctor,in,an,ebullient,mood,N_P,P_ADJ,ADJ_N,DET
922735,41796,P,DET,ADJ,N,.,in,an,ebullient,mood,.,P_DET,DET_N,N_.,ADJ
922736,41796,DET,ADJ,N,.,end,an,ebullient,mood,.,,DET_ADJ,ADJ_.,._end,N
922737,41796,ADJ,N,.,end,end,ebullient,mood,.,,,ADJ_N,N_end,end_end,.
923987,41885,start,start,WH,PRO,V,,,When,he,was,start_start,start_PRO,PRO_V,WH
923988,41885,start,WH,PRO,V,VG,,When,he,was,going,start_WH,WH_V,V_VG,PRO
923989,41885,WH,PRO,V,VG,P,When,he,was,going,to,WH_PRO,PRO_VG,VG_P,V
923990,41885,PRO,V,VG,P,N,he,was,going,to,town,PRO_V,V_P,P_N,VG
923991,41885,V,VG,P,N,",",was,going,to,town,",",V_VG,VG_N,"N_,",P
923992,41885,VG,P,N,",",PRO,going,to,town,",",nothing,VG_P,"P_,",",_PRO",N
923993,41885,P,N,",",PRO,V,to,town,",",nothing,was,P_N,N_PRO,PRO_V,","
923994,41885,N,",",PRO,V,ADJ,town,",",nothing,was,good,"N_,",",_V",V_ADJ,PRO
923995,41885,",",PRO,V,ADJ,DET,",",nothing,was,good,enough,",_PRO",PRO_ADJ,ADJ_DET,V
923996,41885,PRO,V,ADJ,DET,--,nothing,was,good,enough,--,PRO_V,V_DET,DET_--,ADJ
923997,41885,V,ADJ,DET,--,PRO,was,good,enough,--,he,V_ADJ,ADJ_--,--_PRO,DET
923998,41885,ADJ,DET,--,PRO,V,good,enough,--,he,had,ADJ_DET,DET_PRO,PRO_V,--
923999,41885,DET,--,PRO,V,VN,enough,--,he,had,cursed,DET_--,--_V,V_VN,PRO
924000,41885,--,PRO,V,VN,P,--,he,had,cursed,at,--_PRO,PRO_VN,VN_P,V
924001,41885,PRO,V,VN,P,NP,he,had,cursed,at,Winston,PRO_V,V_P,P_NP,VN
924002,41885,V,VN,P,NP,ADV,had,cursed,at,Winston,once,V_VN,VN_NP,NP_ADV,P
924003,41885,VN,P,NP,ADV,P,cursed,at,Winston,once,for,VN_P,P_ADV,ADV_P,NP
924004,41885,P,NP,ADV,P,VG,at,Winston,once,for,leaving,P_NP,NP_P,P_VG,VD
924005,41885,NP,ADV,P,VG,DET,Winston,once,for,leaving,a,NP_ADV,ADV_VG,VG_DET,P
924006,41885,ADV,P,VG,DET,N,once,for,leaving,a,fleck,ADV_P,P_DET,DET_N,VG
924007,41885,P,VG,DET,N,P,for,leaving,a,fleck,of,P_VG,VG_N,N_P,DET
924008,41885,VG,DET,N,P,N,leaving,a,fleck,of,polish,VG_DET,DET_P,P_N,N
924009,41885,DET,N,P,N,P,a,fleck,of,polish,on,DET_N,N_N,N_P,P
924010,41885,N,P,N,P,PRO,fleck,of,polish,on,his,N_P,P_P,P_PRO,N
924011,41885,P,N,P,PRO,N,of,polish,on,his,shoelace,P_N,N_PRO,PRO_N,P
924012,41885,N,P,PRO,N,.,polish,on,his,shoelace,.,N_P,P_N,N_.,PRO
924013,41885,P,PRO,N,.,end,on,his,shoelace,.,,P_PRO,PRO_.,._end,N
924014,41885,PRO,N,.,end,end,his,shoelace,.,,,PRO_N,N_end,end_end,.
928360,42117,start,start,``,DET,WH,,,``,That's,what,start_start,start_DET,DET_WH,``
928361,42117,start,``,DET,WH,PRO,,``,That's,what,I,start_``,``_WH,WH_PRO,DET
928362,42117,``,DET,WH,PRO,V,``,That's,what,I,mean,``_DET,DET_PRO,PRO_V,WH
928363,42117,DET,WH,PRO,V,P,That's,what,I,mean,about,DET_WH,WH_V,V_P,PRO
928364,42117,WH,PRO,V,P,PRO,what,I,mean,about,you,WH_PRO,PRO_P,P_PRO,V
928365,42117,PRO,V,P,PRO,",",I,mean,about,you,",",PRO_V,V_PRO,"PRO_,",P
928366,42117,V,P,PRO,",",NP,mean,about,you,",",Anderson,V_P,"P_,",",_NP",PRO
928367,42117,P,PRO,",",NP,'',about,you,",",Anderson,'',P_PRO,PRO_NP,NP_'',","
928368,42117,PRO,",",NP,'',",",you,",",Anderson,'',",","PRO_,",",_''","''_,",NP
928369,42117,",",NP,'',",",PRO,",",Anderson,'',",",she,",_NP","NP_,",",_PRO",''
928370,42117,NP,'',",",PRO,VD,Anderson,'',",",she,said,NP_'',''_PRO,PRO_VD,","
928371,42117,'',",",PRO,VD,.,'',",",she,said,.,"''_,",",_VD",VD_.,PRO
928372,42117,",",PRO,VD,.,end,",",she,said,.,,",_PRO",PRO_.,._end,VD
928373,42117,PRO,VD,.,end,end,she,said,.,,,PRO_VD,VD_end,end_end,.
932712,42388,start,start,PRO,VD,ADJ,,,She,tore,open,start_start,start_VD,VD_ADJ,PRO
932713,42388,start,PRO,VD,ADJ,DET,,She,tore,open,the,start_PRO,PRO_ADJ,ADJ_DET,VD
932714,42388,PRO,VD,ADJ,DET,N,She,tore,open,the,back,PRO_VD,VD_DET,DET_N,ADV
932715,42388,VD,ADJ,DET,N,N,tore,open,the,back,door,VD_ADJ,ADJ_N,N_N,DET
932716,42388,ADJ,DET,N,N,.,open,the,back,door,.,ADJ_DET,DET_N,N_.,N
932717,42388,DET,N,N,.,end,the,back,door,.,,DET_N,N_.,._end,N
932718,42388,N,N,.,end,end,back,door,.,,,N_N,N_end,end_end,.
932952,42403,start,start,NP,.,end,,,Vince,.,,start_start,start_.,._end,NP
932953,42403,start,NP,.,end,end,,Vince,.,,,start_NP,NP_end,end_end,.
941325,42985,start,start,PRO,V,DET,,,It,was,too,start_start,start_V,V_DET,PRO
941326,42985,start,PRO,V,DET,ADJ,,It,was,too,late,start_PRO,PRO_DET,DET_ADJ,V
941327,42985,PRO,V,DET,ADJ,TO,It,was,too,late,to,PRO_V,V_ADJ,ADJ_TO,DET
941328,42985,V,DET,ADJ,TO,V,was,too,late,to,worry,V_DET,DET_TO,TO_V,ADJ
941329,42985,DET,ADJ,TO,V,P,too,late,to,worry,about,DET_ADJ,ADJ_V,V_P,P
941330,42985,ADJ,TO,V,P,DET,late,to,worry,about,that,ADJ_TO,TO_P,P_DET,V
941331,42985,TO,V,P,DET,.,to,worry,about,that,.,TO_V,V_DET,DET_.,P
941332,42985,V,P,DET,.,end,worry,about,that,.,,V_P,P_.,._end,DET
941333,42985,P,DET,.,end,end,about,that,.,,,P_DET,DET_end,end_end,.
941913,43022,start,start,DET,N,V,,,The,courthouse,was,start_start,start_N,N_V,DET
941914,43022,start,DET,N,V,DET,,The,courthouse,was,a,start_DET,DET_V,V_DET,N
941915,43022,DET,N,V,DET,N,The,courthouse,was,a,white-stucco,DET_N,N_DET,DET_N,V
941916,43022,N,V,DET,N,N,courthouse,was,a,white-stucco,building,N_V,V_N,N_N,DET
941917,43022,V,DET,N,N,CNJ,was,a,white-stucco,building,minus,V_DET,DET_N,N_CNJ,N
941918,43022,DET,N,N,CNJ,DET,a,white-stucco,building,minus,the,DET_N,N_CNJ,CNJ_DET,N
941919,43022,N,N,CNJ,DET,ADJ,white-stucco,building,minus,the,customary,N_N,N_DET,DET_ADJ,P
941920,43022,N,CNJ,DET,ADJ,N,building,minus,the,customary,dome,N_CNJ,CNJ_ADJ,ADJ_N,DET
941921,43022,CNJ,DET,ADJ,N,.,minus,the,customary,dome,.,CNJ_DET,DET_N,N_.,ADJ
941922,43022,DET,ADJ,N,.,end,the,customary,dome,.,,DET_ADJ,ADJ_.,._end,N
941923,43022,ADJ,N,.,end,end,customary,dome,.,,,ADJ_N,N_end,end_end,.
942726,43074,start,start,PRO,VD,ADV,,,He,said,vaguely,start_start,start_VD,VD_ADV,PRO
942727,43074,start,PRO,VD,ADV,",",,He,said,vaguely,",",start_PRO,PRO_ADV,"ADV_,",VD
942728,43074,PRO,VD,ADV,",",``,He,said,vaguely,",",``,PRO_VD,"VD_,",",_``",ADV
942729,43074,VD,ADV,",",``,UH,said,vaguely,",",``,Well,VD_ADV,ADV_``,``_UH,","
942730,43074,ADV,",",``,UH,",",vaguely,",",``,Well,",","ADV_,",",_UH","UH_,",``
942731,43074,",",``,UH,",",PRO,",",``,Well,",",it,",_``","``_,",",_PRO",ADV
942732,43074,``,UH,",",PRO,V,``,Well,",",it,is,``_UH,UH_PRO,PRO_V,","
942733,43074,UH,",",PRO,V,DET,Well,",",it,is,a,"UH_,",",_V",V_DET,PRO
942734,43074,",",PRO,V,DET,DET,",",it,is,a,little,",_PRO",PRO_DET,DET_DET,V
942735,43074,PRO,V,DET,DET,ADJ,it,is,a,little,legal,PRO_V,V_DET,DET_ADJ,DET
942736,43074,V,DET,DET,ADJ,N,is,a,little,legal,matter,V_DET,DET_ADJ,ADJ_N,ADJ
942737,43074,DET,DET,ADJ,N,",",a,little,legal,matter,",",DET_DET,DET_N,"N_,",ADJ
942738,43074,DET,ADJ,N,",",CNJ,little,legal,matter,",",but,DET_ADJ,"ADJ_,",",_CNJ",N
942739,43074,ADJ,N,",",CNJ,PRO,legal,matter,",",but,nothing,ADJ_N,N_CNJ,CNJ_PRO,","
942740,43074,N,",",CNJ,PRO,CNJ,matter,",",but,nothing,like,"N_,",",_PRO",PRO_CNJ,CNJ
942741,43074,",",CNJ,PRO,CNJ,DET,",",but,nothing,like,that,",_CNJ",CNJ_CNJ,CNJ_DET,PRO
942742,43074,CNJ,PRO,CNJ,DET,'',but,nothing,like,that,'',CNJ_PRO,PRO_DET,DET_'',V
942743,43074,PRO,CNJ,DET,'',.,nothing,like,that,'',.,PRO_CNJ,CNJ_'',''_.,DET
942744,43074,CNJ,DET,'',.,end,like,that,'',.,,CNJ_DET,DET_.,._end,''
942745,43074,DET,'',.,end,end,that,'',.,,,DET_'',''_end,end_end,.
945326,43231,start,start,PRO,V,PRO,,,I,bring,you,start_start,start_V,V_PRO,PRO
945327,43231,start,PRO,V,PRO,DET,,I,bring,you,the,start_PRO,PRO_PRO,PRO_DET,V
945328,43231,PRO,V,PRO,DET,N,I,bring,you,the,cash,PRO_V,V_DET,DET_N,PRO
945329,43231,V,PRO,DET,N,",",bring,you,the,cash,",",V_PRO,PRO_N,"N_,",DET
945330,43231,PRO,DET,N,",",V,you,the,cash,",",say,PRO_DET,"DET_,",",_V",N
945331,43231,DET,N,",",V,NUM,the,cash,",",say,five,DET_N,N_V,V_NUM,","
945332,43231,N,",",V,NUM,NUM,cash,",",say,five,hundred,"N_,",",_NUM",NUM_NUM,V
945333,43231,",",V,NUM,NUM,P,",",say,five,hundred,for,",_V",V_NUM,NUM_P,NUM
945334,43231,V,NUM,NUM,P,NUM,say,five,hundred,for,ten,V_NUM,NUM_P,P_NUM,NUM
945335,43231,NUM,NUM,P,NUM,N,five,hundred,for,ten,decks,NUM_NUM,NUM_NUM,NUM_N,P
945336,43231,NUM,P,NUM,N,.,hundred,for,ten,decks,.,NUM_P,P_N,N_.,N
945337,43231,P,NUM,N,.,end,for,ten,decks,.,,P_NUM,NUM_.,._end,N
945338,43231,NUM,N,.,end,end,ten,decks,.,,,NUM_N,N_end,end_end,.
953881,43806,start,start,``,DET,ADJ,,,``,Some,better,start_start,start_DET,DET_ADJ,``
953882,43806,start,``,DET,ADJ,.,,``,Some,better,.,start_``,``_ADJ,ADJ_.,DET
953883,43806,``,DET,ADJ,.,end,``,Some,better,.,,``_DET,DET_.,._end,ADJ
953884,43806,DET,ADJ,.,end,end,Some,better,.,,,DET_ADJ,ADJ_end,end_end,.
954219,43827,start,start,NP,",",VG,,,Hub,",",nosing,start_start,"start_,",",_VG",NP
954220,43827,start,NP,",",VG,ADV,,Hub,",",nosing,about,start_NP,NP_VG,VG_ADV,","
954221,43827,NP,",",VG,ADV,",",Hub,",",nosing,about,",","NP_,",",_ADV","ADV_,",N
954222,43827,",",VG,ADV,",",VD,",",nosing,about,",",spotted,",_VG","VG_,",",_VD",ADV
954223,43827,VG,ADV,",",VD,N,nosing,about,",",spotted,reporters,VG_ADV,ADV_VD,VD_N,","
954224,43827,ADV,",",VD,N,P,about,",",spotted,reporters,in,"ADV_,",",_N",N_P,VD
954225,43827,",",VD,N,P,DET,",",spotted,reporters,in,the,",_VD",VD_P,P_DET,N
954226,43827,VD,N,P,DET,N,spotted,reporters,in,the,lobby,VD_N,N_DET,DET_N,P
954227,43827,N,P,DET,N,",",reporters,in,the,lobby,",",N_P,P_N,"N_,",DET
954228,43827,P,DET,N,",",ADV,in,the,lobby,",",so,P_DET,"DET_,",",_ADV",N
954229,43827,DET,N,",",ADV,NP,the,lobby,",",so,Andy,DET_N,N_ADV,ADV_NP,","
954230,43827,N,",",ADV,NP,V,lobby,",",so,Andy,was,"N_,",",_NP",NP_V,CNJ
954231,43827,",",ADV,NP,V,VN,",",so,Andy,was,hustled,",_ADV",ADV_V,V_VN,NP
954232,43827,ADV,NP,V,VN,ADV,so,Andy,was,hustled,away,ADV_NP,NP_VN,VN_ADV,V
954233,43827,NP,V,VN,ADV,ADV,Andy,was,hustled,away,quietly,NP_V,V_ADV,ADV_ADV,DET
954234,43827,V,VN,ADV,ADV,P,was,hustled,away,quietly,through,V_VN,VN_ADV,ADV_P,ADV
954235,43827,VN,ADV,ADV,P,DET,hustled,away,quietly,through,the,VN_ADV,ADV_P,P_DET,ADV
954236,43827,ADV,ADV,P,DET,N,away,quietly,through,the,hotel's,ADV_ADV,ADV_DET,DET_N,P
954237,43827,ADV,P,DET,N,N,quietly,through,the,hotel's,service,ADV_P,P_N,N_N,DET
954238,43827,P,DET,N,N,N,through,the,hotel's,service,entrance,P_DET,DET_N,N_N,N
954239,43827,DET,N,N,N,P,the,hotel's,service,entrance,in,DET_N,N_N,N_P,N
954240,43827,N,N,N,P,DET,hotel's,service,entrance,in,a,N_N,N_P,P_DET,N
954241,43827,N,N,P,DET,ADJ,service,entrance,in,a,strange,N_N,N_DET,DET_ADJ,P
954242,43827,N,P,DET,ADJ,N,entrance,in,a,strange,car,N_P,P_ADJ,ADJ_N,DET
954243,43827,P,DET,ADJ,N,WH,in,a,strange,car,which,P_DET,DET_N,N_WH,ADJ
954244,43827,DET,ADJ,N,WH,NP,a,strange,car,which,Hub,DET_ADJ,ADJ_WH,WH_NP,N
954245,43827,ADJ,N,WH,NP,V,strange,car,which,Hub,had,ADJ_N,N_NP,NP_V,","
954246,43827,N,WH,NP,V,VN,car,which,Hub,had,procured,N_WH,WH_V,V_VN,NP
954247,43827,WH,NP,V,VN,ADV,which,Hub,had,procured,somewhere,WH_NP,NP_VN,VN_ADV,V
954248,43827,NP,V,VN,ADV,.,Hub,had,procured,somewhere,.,NP_V,V_ADV,ADV_.,VN
954249,43827,V,VN,ADV,.,end,had,procured,somewhere,.,,V_VN,VN_.,._end,N
954250,43827,VN,ADV,.,end,end,procured,somewhere,.,,,VN_ADV,ADV_end,end_end,.
954970,43884,start,start,TO,V,ADV,,,To,act,otherwise,start_start,start_V,V_ADV,P
954971,43884,start,TO,V,ADV,MOD,,To,act,otherwise,would,start_TO,TO_ADV,ADV_MOD,V
954972,43884,TO,V,ADV,MOD,V,To,act,otherwise,would,be,TO_V,V_MOD,MOD_V,ADV
954973,43884,V,ADV,MOD,V,TO,act,otherwise,would,be,to,V_ADV,ADV_V,V_TO,MOD
954974,43884,ADV,MOD,V,TO,V,otherwise,would,be,to,admit,ADV_MOD,MOD_TO,TO_V,V
954975,43884,MOD,V,TO,V,PRO,would,be,to,admit,his,MOD_V,V_V,V_PRO,TO
954976,43884,V,TO,V,PRO,N,be,to,admit,his,helplessness,V_TO,TO_PRO,PRO_N,V
954977,43884,TO,V,PRO,N,.,to,admit,his,helplessness,.,TO_V,V_N,N_.,PRO
954978,43884,V,PRO,N,.,end,admit,his,helplessness,.,,V_PRO,PRO_.,._end,N
954979,43884,PRO,N,.,end,end,his,helplessness,.,,,PRO_N,N_end,end_end,.
955849,43956,start,start,P,DET,N,,,At,this,moment,start_start,start_DET,DET_N,P
955850,43956,start,P,DET,N,",",,At,this,moment,",",start_P,P_N,"N_,",DET
955851,43956,P,DET,N,",",DET,At,this,moment,",",all,P_DET,"DET_,",",_DET",N
955852,43956,DET,N,",",DET,PRO,this,moment,",",all,he,DET_N,N_DET,DET_PRO,","
955853,43956,N,",",DET,PRO,MOD,moment,",",all,he,could,"N_,",",_PRO",PRO_MOD,DET
955854,43956,",",DET,PRO,MOD,V,",",all,he,could,think,",_DET",DET_MOD,MOD_V,PRO
955855,43956,DET,PRO,MOD,V,P,all,he,could,think,of,DET_PRO,PRO_V,V_P,MOD
955856,43956,PRO,MOD,V,P,V,he,could,think,of,was,PRO_MOD,MOD_P,P_V,V
955857,43956,MOD,V,P,V,WH,could,think,of,was,what,MOD_V,V_V,V_WH,P
955858,43956,V,P,V,WH,PRO,think,of,was,what,he'd,V_P,P_WH,WH_PRO,V
955859,43956,P,V,WH,PRO,V,of,was,what,he'd,been,P_V,V_PRO,PRO_V,WH
955860,43956,V,WH,PRO,V,VN,was,what,he'd,been,forced,V_WH,WH_V,V_VN,PRO
955861,43956,WH,PRO,V,VN,TO,what,he'd,been,forced,to,WH_PRO,PRO_VN,VN_TO,V
955862,43956,PRO,V,VN,TO,V,he'd,been,forced,to,undergo,PRO_V,V_TO,TO_V,VN
955863,43956,V,VN,TO,V,.,been,forced,to,undergo,.,V_VN,VN_V,V_.,TO
955864,43956,VN,TO,V,.,end,forced,to,undergo,.,,VN_TO,TO_.,._end,V
955865,43956,TO,V,.,end,end,to,undergo,.,,,TO_V,V_end,end_end,DET
956541,44012,start,start,PRO,VD,DET,,,She,smoothed,the,start_start,start_VD,VD_DET,PRO
956542,44012,start,PRO,VD,DET,N,,She,smoothed,the,skirt,start_PRO,PRO_DET,DET_N,VD
956543,44012,PRO,VD,DET,N,",",She,smoothed,the,skirt,",",PRO_VD,VD_N,"N_,",DET
956544,44012,VD,DET,N,",",VD,smoothed,the,skirt,",",sat,VD_DET,"DET_,",",_VD",N
956545,44012,DET,N,",",VD,ADV,the,skirt,",",sat,down,DET_N,N_VD,VD_ADV,","
956546,44012,N,",",VD,ADV,",",skirt,",",sat,down,",","N_,",",_ADV","ADV_,",VD
956547,44012,",",VD,ADV,",",ADV,",",sat,down,",",then,",_VD","VD_,",",_ADV",ADV
956548,44012,VD,ADV,",",ADV,VD,sat,down,",",then,stood,VD_ADV,ADV_ADV,ADV_VD,","
956549,44012,ADV,",",ADV,VD,ADV,down,",",then,stood,up,"ADV_,",",_VD",VD_ADV,ADV
956550,44012,",",ADV,VD,ADV,CNJ,",",then,stood,up,and,",_ADV",ADV_ADV,ADV_CNJ,VD
956551,44012,ADV,VD,ADV,CNJ,VD,then,stood,up,and,went,ADV_VD,VD_CNJ,CNJ_VD,ADV
956552,44012,VD,ADV,CNJ,VD,ADV,stood,up,and,went,back,VD_ADV,ADV_VD,VD_ADV,CNJ
956553,44012,ADV,CNJ,VD,ADV,P,up,and,went,back,to,ADV_CNJ,CNJ_ADV,ADV_P,VD
956554,44012,CNJ,VD,ADV,P,DET,and,went,back,to,the,CNJ_VD,VD_P,P_DET,ADV
956555,44012,VD,ADV,P,DET,N,went,back,to,the,windows,VD_ADV,ADV_DET,DET_N,P
956556,44012,ADV,P,DET,N,.,back,to,the,windows,.,ADV_P,P_N,N_.,DET
956557,44012,P,DET,N,.,end,to,the,windows,.,,P_DET,DET_.,._end,N
956558,44012,DET,N,.,end,end,the,windows,.,,,DET_N,N_end,end_end,.
959661,44242,start,start,NP,ADV,V,,,Willings,undoubtedly,had,start_start,start_ADV,ADV_V,NP
959662,44242,start,NP,ADV,V,.,,Willings,undoubtedly,had,.,start_NP,NP_V,V_.,V
959663,44242,NP,ADV,V,.,end,Willings,undoubtedly,had,.,,NP_ADV,ADV_.,._end,V
959664,44242,ADV,V,.,end,end,undoubtedly,had,.,,,ADV_V,V_end,end_end,.
964722,44624,start,start,WH,V,PRO,,,How,was,he,start_start,start_V,V_PRO,WH
964723,44624,start,WH,V,PRO,TO,,How,was,he,to,start_WH,WH_PRO,PRO_TO,V
964724,44624,WH,V,PRO,TO,V,How,was,he,to,suspect,WH_V,V_TO,TO_V,PRO
964725,44624,V,PRO,TO,V,CNJ,was,he,to,suspect,that,V_PRO,PRO_V,V_CNJ,TO
964726,44624,PRO,TO,V,CNJ,DET,he,to,suspect,that,an,PRO_TO,TO_CNJ,CNJ_DET,V
964727,44624,TO,V,CNJ,DET,N,to,suspect,that,an,assassin,TO_V,V_DET,DET_N,CNJ
964728,44624,V,CNJ,DET,N,V,suspect,that,an,assassin,had,V_CNJ,CNJ_N,N_V,DET
964729,44624,CNJ,DET,N,V,V,that,an,assassin,had,been,CNJ_DET,DET_V,V_V,N
964730,44624,DET,N,V,V,VG,an,assassin,had,been,lurking,DET_N,N_V,V_VG,V
964731,44624,N,V,V,VG,ADV,assassin,had,been,lurking,somewhere,N_V,V_VG,VG_ADV,V
964732,44624,V,V,VG,ADV,P,had,been,lurking,somewhere,across,V_V,V_ADV,ADV_P,VG
964733,44624,V,VG,ADV,P,DET,been,lurking,somewhere,across,the,V_VG,VG_P,P_DET,N
964734,44624,VG,ADV,P,DET,N,lurking,somewhere,across,the,street,VG_ADV,ADV_DET,DET_N,P
964735,44624,ADV,P,DET,N,VG,somewhere,across,the,street,waiting,ADV_P,P_N,N_VG,DET
964736,44624,P,DET,N,VG,P,across,the,street,waiting,for,P_DET,DET_VG,VG_P,N
964737,44624,DET,N,VG,P,ADV,the,street,waiting,for,just,DET_N,N_P,P_ADV,N
964738,44624,N,VG,P,ADV,DET,street,waiting,for,just,such,N_VG,VG_ADV,ADV_DET,P
964739,44624,VG,P,ADV,DET,DET,waiting,for,just,such,a,VG_P,P_DET,DET_DET,DET
964740,44624,P,ADV,DET,DET,N,for,just,such,a,chance,P_ADV,ADV_DET,DET_N,DET
964741,44624,ADV,DET,DET,N,.,just,such,a,chance,?,ADV_DET,DET_N,N_.,DET
964742,44624,DET,DET,N,.,.,such,a,chance,?,?,DET_DET,DET_.,._.,N
964743,44624,DET,N,.,.,end,a,chance,?,?,,DET_N,N_.,._end,.
964744,44624,N,.,.,end,end,chance,?,?,,,N_.,._end,end_end,.
969020,44856,start,start,CNJ,PRO,VD,,,For,he,remembered,start_start,start_PRO,PRO_VD,CNJ
969021,44856,start,CNJ,PRO,VD,DET,,For,he,remembered,too,start_CNJ,CNJ_VD,VD_DET,PRO
969022,44856,CNJ,PRO,VD,DET,ADV,For,he,remembered,too,well,CNJ_PRO,PRO_DET,DET_ADV,VD
969023,44856,PRO,VD,DET,ADV,WH,he,remembered,too,well,how,PRO_VD,VD_ADV,ADV_WH,DET
969024,44856,VD,DET,ADV,WH,PRO,remembered,too,well,how,he,VD_DET,DET_WH,WH_PRO,ADV
969025,44856,DET,ADV,WH,PRO,V,too,well,how,he,had,DET_ADV,ADV_PRO,PRO_V,WH
969026,44856,ADV,WH,PRO,V,VN,well,how,he,had,brought,ADV_WH,WH_V,V_VN,PRO
969027,44856,WH,PRO,V,VN,ADV,how,he,had,brought,back,WH_PRO,PRO_VN,VN_ADV,V
969028,44856,PRO,V,VN,ADV,DET,he,had,brought,back,the,PRO_V,V_ADV,ADV_DET,VN
969029,44856,V,VN,ADV,DET,VN,had,brought,back,the,loaded,V_VN,VN_DET,DET_VN,ADV
969030,44856,VN,ADV,DET,VN,N,brought,back,the,loaded,drinks,VN_ADV,ADV_VN,VN_N,DET
969031,44856,ADV,DET,VN,N,P,back,the,loaded,drinks,to,ADV_DET,DET_N,N_P,VN
969032,44856,DET,VN,N,P,NP,the,loaded,drinks,to,Burton,DET_VN,VN_P,P_NP,N
