,sentence_num,t_i-2,t_i-1,t_i,t_i+1,t_i+2,w_i-2,w_i-1,w_i,w_i+1,w_i+2,"t_i-2,i-1","t_i-1,i+1","t_i+1,i+2",tag_prediction
427789,19723,P,NP,WH,DET,NP,on,Congress,when,the,Russians,P_NP,NP_DET,DET_NP,WH
427790,19723,NP,WH,DET,NP,V,Congress,when,the,Russians,are,NP_WH,WH_NP,NP_V,DET
427791,19723,WH,DET,NP,V,DET,when,the,Russians,are,so,WH_DET,DET_V,V_DET,NP
427792,19723,DET,NP,V,DET,ADJ,the,Russians,are,so,available,DET_NP,NP_DET,DET_ADJ,V
427793,19723,NP,V,DET,ADJ,.,Russians,are,so,available,.,NP_V,V_ADJ,ADJ_.,DET
427794,19723,V,DET,ADJ,.,end,are,so,available,.,,V_DET,DET_.,._end,ADJ
427795,19723,DET,ADJ,.,end,end,so,available,.,,,DET_ADJ,ADJ_end,end_end,.
431805,19918,start,start,DET,P,DET,,,Many,of,the,start_start,start_P,P_DET,DET
431806,19918,start,DET,P,DET,N,,Many,of,the,features,start_DET,DET_DET,DET_N,P
431807,19918,DET,P,DET,N,P,Many,of,the,features,of,DET_P,P_N,N_P,DET
431808,19918,P,DET,N,P,DET,of,the,features,of,the,P_DET,DET_P,P_DET,N
431809,19918,DET,N,P,DET,N,the,features,of,the,homes,DET_N,N_DET,DET_N,P
431810,19918,N,P,DET,N,V,features,of,the,homes,are,N_P,P_N,N_V,DET
431811,19918,P,DET,N,V,DET,of,the,homes,are,the,P_DET,DET_V,V_DET,N
431812,19918,DET,N,V,DET,ADJ,the,homes,are,the,latest,DET_N,N_DET,DET_ADJ,V
431813,19918,N,V,DET,ADJ,ADJ,homes,are,the,latest,modern,N_V,V_ADJ,ADJ_ADJ,DET
431814,19918,V,DET,ADJ,ADJ,N,are,the,latest,modern,devices,V_DET,DET_ADJ,ADJ_N,ADJ
431815,19918,DET,ADJ,ADJ,N,P,the,latest,modern,devices,in,DET_ADJ,ADJ_N,N_P,ADJ
431816,19918,ADJ,ADJ,N,P,ADJ,latest,modern,devices,in,American,ADJ_ADJ,ADJ_P,P_ADJ,N
431817,19918,ADJ,N,P,ADJ,N,modern,devices,in,American,homes,ADJ_N,N_ADJ,ADJ_N,P
431818,19918,N,P,ADJ,N,",",devices,in,American,homes,",",N_P,P_N,"N_,",ADJ
431819,19918,P,ADJ,N,",",CNJ,in,American,homes,",",but,P_ADJ,"ADJ_,",",_CNJ",N
431820,19918,ADJ,N,",",CNJ,DET,American,homes,",",but,an,ADJ_N,N_CNJ,CNJ_DET,","
431821,19918,N,",",CNJ,DET,ADJ,homes,",",but,an,interesting,"N_,",",_DET",DET_ADJ,CNJ
431822,19918,",",CNJ,DET,ADJ,N,",",but,an,interesting,blend,",_CNJ",CNJ_ADJ,ADJ_N,DET
431823,19918,CNJ,DET,ADJ,N,P,but,an,interesting,blend,of,CNJ_DET,DET_N,N_P,ADJ
431824,19918,DET,ADJ,N,P,N,an,interesting,blend,of,cultures,DET_ADJ,ADJ_P,P_N,N
431825,19918,ADJ,N,P,N,VBZ,interesting,blend,of,cultures,finds,ADJ_N,N_N,N_VBZ,P
431826,19918,N,P,N,VBZ,PRO,blend,of,cultures,finds,us,N_P,P_VBZ,VBZ_PRO,N
431827,19918,P,N,VBZ,PRO,VG,of,cultures,finds,us,using,P_N,N_PRO,PRO_VG,P
431828,19918,N,VBZ,PRO,VG,ADJ,cultures,finds,us,using,Japanese,N_VBZ,VBZ_VG,VG_ADJ,PRO
431829,19918,VBZ,PRO,VG,ADJ,N,finds,us,using,Japanese,artfulness,VBZ_PRO,PRO_ADJ,ADJ_N,ADJ
431830,19918,PRO,VG,ADJ,N,P,us,using,Japanese,artfulness,in,PRO_VG,VG_N,N_P,ADJ
431831,19918,VG,ADJ,N,P,PRO,using,Japanese,artfulness,in,our,VG_ADJ,ADJ_P,P_PRO,N
431832,19918,ADJ,N,P,PRO,ADJ,Japanese,artfulness,in,our,own,ADJ_N,N_PRO,PRO_ADJ,P
431833,19918,N,P,PRO,ADJ,ADJ,artfulness,in,our,own,Western,N_P,P_ADJ,ADJ_ADJ,PRO
431834,19918,P,PRO,ADJ,ADJ,N,in,our,own,Western,architecture,P_PRO,PRO_ADJ,ADJ_N,ADJ
431835,19918,PRO,ADJ,ADJ,N,P,our,own,Western,architecture,at,PRO_ADJ,ADJ_N,N_P,ADJ
431836,19918,ADJ,ADJ,N,P,DET,own,Western,architecture,at,the,ADJ_ADJ,ADJ_P,P_DET,N
431837,19918,ADJ,N,P,DET,DET,Western,architecture,at,the,same,ADJ_N,N_DET,DET_DET,P
431838,19918,N,P,DET,DET,N,architecture,at,the,same,time,N_P,P_DET,DET_N,DET
431839,19918,P,DET,DET,N,CNJ,at,the,same,time,that,P_DET,DET_N,N_CNJ,DET
431840,19918,DET,DET,N,CNJ,DET,the,same,time,that,the,DET_DET,DET_CNJ,CNJ_DET,N
431841,19918,DET,N,CNJ,DET,NP,same,time,that,the,Japanese,DET_N,N_DET,DET_NP,CNJ
431842,19918,N,CNJ,DET,NP,V,time,that,the,Japanese,are,N_CNJ,CNJ_NP,NP_V,DET
431843,19918,CNJ,DET,NP,V,VG,that,the,Japanese,are,adopting,CNJ_DET,DET_V,V_VG,ADJ
431844,19918,DET,NP,V,VG,ADJ,the,Japanese,are,adopting,Western,DET_NP,NP_VG,VG_ADJ,N
431845,19918,NP,V,VG,ADJ,N,Japanese,are,adopting,Western,utility,NP_V,V_ADJ,ADJ_N,DET
431846,19918,V,VG,ADJ,N,N,are,adopting,Western,utility,patterns,V_VG,VG_N,N_N,ADJ
431847,19918,VG,ADJ,N,N,.,adopting,Western,utility,patterns,.,VG_ADJ,ADJ_N,N_.,N
431848,19918,ADJ,N,N,.,end,Western,utility,patterns,.,,ADJ_N,N_.,._end,N
431849,19918,N,N,.,end,end,utility,patterns,.,,,N_N,N_end,end_end,.
433357,19962,start,start,PRO,ADV,ADV,,,It,also,definitely,start_start,start_ADV,ADV_ADV,PRO
433358,19962,start,PRO,ADV,ADV,VBZ,,It,also,definitely,fashions,start_PRO,PRO_ADV,ADV_VBZ,V
433359,19962,PRO,ADV,ADV,VBZ,N,It,also,definitely,fashions,conduct,PRO_ADV,ADV_VBZ,VBZ_N,ADJ
433360,19962,ADV,ADV,VBZ,N,P,also,definitely,fashions,conduct,in,ADV_ADV,ADV_N,N_P,P
433361,19962,ADV,VBZ,N,P,DET,definitely,fashions,conduct,in,the,ADV_VBZ,VBZ_P,P_DET,N
433362,19962,VBZ,N,P,DET,N,fashions,conduct,in,the,way,VBZ_N,N_DET,DET_N,P
433363,19962,N,P,DET,N,VN,conduct,in,the,way,explained,N_P,P_N,N_VN,DET
433364,19962,P,DET,N,VN,ADV,in,the,way,explained,above,P_DET,DET_VN,VN_ADV,N
433365,19962,DET,N,VN,ADV,",",the,way,explained,above,",",DET_N,N_ADV,"ADV_,",VD
433366,19962,N,VN,ADV,",",CNJ,way,explained,above,",",and,N_VN,"VN_,",",_CNJ",P
433367,19962,VN,ADV,",",CNJ,DET,explained,above,",",and,this,VN_ADV,ADV_CNJ,CNJ_DET,","
433368,19962,ADV,",",CNJ,DET,VBZ,above,",",and,this,means,"ADV_,",",_DET",DET_VBZ,CNJ
433369,19962,",",CNJ,DET,VBZ,DET,",",and,this,means,far,",_CNJ",CNJ_VBZ,VBZ_DET,DET
433370,19962,CNJ,DET,VBZ,DET,DET,and,this,means,far,more,CNJ_DET,DET_DET,DET_DET,N
433371,19962,DET,VBZ,DET,DET,CNJ,this,means,far,more,than,DET_VBZ,VBZ_DET,DET_CNJ,DET
433372,19962,VBZ,DET,DET,CNJ,P,means,far,more,than,in,VBZ_DET,DET_CNJ,CNJ_P,DET
433373,19962,DET,DET,CNJ,P,DET,far,more,than,in,the,DET_DET,DET_P,P_DET,CNJ
433374,19962,DET,CNJ,P,DET,N,more,than,in,the,choice,DET_CNJ,CNJ_DET,DET_N,P
433375,19962,CNJ,P,DET,N,P,than,in,the,choice,of,CNJ_P,P_N,N_P,DET
433376,19962,P,DET,N,P,ADJ,in,the,choice,of,non-violent,P_DET,DET_P,P_ADJ,N
433377,19962,DET,N,P,ADJ,N,the,choice,of,non-violent,means,DET_N,N_ADJ,ADJ_N,P
433378,19962,N,P,ADJ,N,.,choice,of,non-violent,means,.,N_P,P_N,N_.,ADJ
433379,19962,P,ADJ,N,.,end,of,non-violent,means,.,,P_ADJ,ADJ_.,._end,N
433380,19962,ADJ,N,.,end,end,non-violent,means,.,,,ADJ_N,N_end,end_end,.
438257,20146,start,start,P,PRO,N,,,In,its,beginnings,start_start,start_PRO,PRO_N,P
438258,20146,start,P,PRO,N,DET,,In,its,beginnings,the,start_P,P_N,N_DET,DET
438259,20146,P,PRO,N,DET,N,In,its,beginnings,the,nation-state,P_PRO,PRO_DET,DET_N,N
438260,20146,PRO,N,DET,N,V,its,beginnings,the,nation-state,had,PRO_N,N_N,N_V,DET
438261,20146,N,DET,N,V,TO,beginnings,the,nation-state,had,to,N_DET,DET_V,V_TO,N
438262,20146,DET,N,V,TO,V,the,nation-state,had,to,struggle,DET_N,N_TO,TO_V,V
438263,20146,N,V,TO,V,TO,nation-state,had,to,struggle,to,N_V,V_V,V_TO,TO
438264,20146,V,TO,V,TO,V,had,to,struggle,to,assert,V_TO,TO_TO,TO_V,V
438265,20146,TO,V,TO,V,PRO,to,struggle,to,assert,itself,TO_V,V_V,V_PRO,TO
438266,20146,V,TO,V,PRO,--,struggle,to,assert,itself,--,V_TO,TO_PRO,PRO_--,V
438267,20146,TO,V,PRO,--,ADV,to,assert,itself,--,internally,TO_V,V_--,--_ADV,PRO
438268,20146,V,PRO,--,ADV,",",assert,itself,--,internally,",",V_PRO,PRO_ADV,"ADV_,",V
438269,20146,PRO,--,ADV,",",P,itself,--,internally,",",against,PRO_--,"--_,",",_P",ADV
438270,20146,--,ADV,",",P,ADJ,--,internally,",",against,feudal,--_ADV,ADV_P,P_ADJ,","
438271,20146,ADV,",",P,ADJ,N,internally,",",against,feudal,groups,"ADV_,",",_ADJ",ADJ_N,P
438272,20146,",",P,ADJ,N,",",",",against,feudal,groups,",",",_P",P_N,"N_,",ADJ
438273,20146,P,ADJ,N,",",CNJ,against,feudal,groups,",",and,P_ADJ,"ADJ_,",",_CNJ",N
438274,20146,ADJ,N,",",CNJ,ADV,feudal,groups,",",and,externally,ADJ_N,N_CNJ,CNJ_ADV,","
438275,20146,N,",",CNJ,ADV,",",groups,",",and,externally,",","N_,",",_ADV","ADV_,",CNJ
438276,20146,",",CNJ,ADV,",",P,",",and,externally,",",against,",_CNJ","CNJ_,",",_P",ADV
438277,20146,CNJ,ADV,",",P,DET,and,externally,",",against,the,CNJ_ADV,ADV_P,P_DET,","
438278,20146,ADV,",",P,DET,N,externally,",",against,the,power,"ADV_,",",_DET",DET_N,P
438279,20146,",",P,DET,N,CNJ,",",against,the,power,and,",_P",P_N,N_CNJ,DET
438280,20146,P,DET,N,CNJ,N,against,the,power,and,influence,P_DET,DET_CNJ,CNJ_N,N
438281,20146,DET,N,CNJ,N,P,the,power,and,influence,of,DET_N,N_N,N_P,CNJ
438282,20146,N,CNJ,N,P,ADJ,power,and,influence,of,such,N_CNJ,CNJ_P,P_ADJ,N
438283,20146,CNJ,N,P,ADJ,DET,and,influence,of,such,other,CNJ_N,N_ADJ,ADJ_DET,P
438284,20146,N,P,ADJ,DET,N,influence,of,such,other,claimants,N_P,P_DET,DET_N,DET
438285,20146,P,ADJ,DET,N,P,of,such,other,claimants,for,P_ADJ,ADJ_N,N_P,DET
438286,20146,ADJ,DET,N,P,N,such,other,claimants,for,loyalty,ADJ_DET,DET_P,P_N,N
438287,20146,DET,N,P,N,CNJ,other,claimants,for,loyalty,as,DET_N,N_N,N_CNJ,P
438288,20146,N,P,N,CNJ,DET,claimants,for,loyalty,as,the,N_P,P_CNJ,CNJ_DET,N
438289,20146,P,N,CNJ,DET,N,for,loyalty,as,the,Church,P_N,N_DET,DET_N,CNJ
438290,20146,N,CNJ,DET,N,.,loyalty,as,the,Church,.,N_CNJ,CNJ_N,N_.,DET
438291,20146,CNJ,DET,N,.,end,as,the,Church,.,,CNJ_DET,DET_.,._end,N
438292,20146,DET,N,.,end,end,the,Church,.,,,DET_N,N_end,end_end,.
446050,20537,start,start,P,N,",",,,for,example,",",start_start,start_N,"N_,",P
446051,20537,start,P,N,",",DET,,for,example,",",the,start_P,"P_,",",_DET",N
446052,20537,P,N,",",DET,N,for,example,",",the,mode,P_N,N_DET,DET_N,","
446053,20537,N,",",DET,N,P,example,",",the,mode,of,"N_,",",_N",N_P,DET
446054,20537,",",DET,N,P,N,",",the,mode,of,bravery,",_DET",DET_P,P_N,N
446055,20537,DET,N,P,N,P,the,mode,of,bravery,to,DET_N,N_N,N_P,P
446056,20537,N,P,N,P,DET,mode,of,bravery,to,this,N_P,P_P,P_DET,N
446057,20537,P,N,P,DET,ADJ,of,bravery,to,this,anonymous,P_N,N_DET,DET_ADJ,P
446058,20537,N,P,DET,ADJ,N,bravery,to,this,anonymous,folk,N_P,P_ADJ,ADJ_N,DET
446059,20537,P,DET,ADJ,N,N,to,this,anonymous,folk,poem,P_DET,DET_N,N_N,ADJ
446060,20537,DET,ADJ,N,N,:,this,anonymous,folk,poem,:,DET_ADJ,ADJ_N,N_:,N
446061,20537,ADJ,N,N,:,``,anonymous,folk,poem,:,``,ADJ_N,N_:,:_``,N
446062,20537,N,N,:,``,PRO,folk,poem,:,``,They,N_N,N_``,``_PRO,P
446063,20537,N,:,``,PRO,VD,poem,:,``,They,brought,N_:,:_PRO,PRO_VD,``
446064,20537,:,``,PRO,VD,PRO,:,``,They,brought,me,:_``,``_VD,VD_PRO,PRO
446065,20537,``,PRO,VD,PRO,N,``,They,brought,me,news,``_PRO,PRO_PRO,PRO_N,VD
446066,20537,PRO,VD,PRO,N,CNJ,They,brought,me,news,that,PRO_VD,VD_N,N_CNJ,PRO
446067,20537,VD,PRO,N,CNJ,N,brought,me,news,that,Spring,VD_PRO,PRO_CNJ,CNJ_N,N
446068,20537,PRO,N,CNJ,N,V,me,news,that,Spring,is,PRO_N,N_N,N_V,DET
446069,20537,N,CNJ,N,V,P,news,that,Spring,is,in,N_CNJ,CNJ_V,V_P,N
446070,20537,CNJ,N,V,P,DET,that,Spring,is,in,the,CNJ_N,N_P,P_DET,V
446071,20537,N,V,P,DET,N,Spring,is,in,the,plains,N_V,V_DET,DET_N,P
446072,20537,V,P,DET,N,CNJ,is,in,the,plains,And,V_P,P_N,N_CNJ,DET
446073,20537,P,DET,N,CNJ,NP,in,the,plains,And,Ahmad's,P_DET,DET_CNJ,CNJ_NP,N
446074,20537,DET,N,CNJ,NP,N,the,plains,And,Ahmad's,blood,DET_N,N_NP,NP_N,P
446075,20537,N,CNJ,NP,N,DET,plains,And,Ahmad's,blood,the,N_CNJ,CNJ_N,N_DET,NP
446076,20537,CNJ,NP,N,DET,ADJ,And,Ahmad's,blood,the,crimson,CNJ_NP,NP_DET,DET_ADJ,N
446077,20537,NP,N,DET,ADJ,N,Ahmad's,blood,the,crimson,tulip,NP_N,N_ADJ,ADJ_N,P
446078,20537,N,DET,ADJ,N,VBZ,blood,the,crimson,tulip,stains,N_DET,DET_N,N_VBZ,N
446079,20537,DET,ADJ,N,VBZ,.,the,crimson,tulip,stains,;,DET_ADJ,ADJ_VBZ,VBZ_.,N
446080,20537,ADJ,N,VBZ,.,.,crimson,tulip,stains,;,;,ADJ_N,N_.,._.,N
446081,20537,N,VBZ,.,.,end,tulip,stains,;,;,,N_VBZ,VBZ_.,._end,.
446082,20537,VBZ,.,.,end,end,stains,;,;,,,VBZ_.,._end,end_end,.
466310,21408,start,start,PRO,ADV,VD,,,They,never,troubled,start_start,start_ADV,ADV_VD,PRO
466311,21408,start,PRO,ADV,VD,PRO,,They,never,troubled,themselves,start_PRO,PRO_VD,VD_PRO,ADV
466312,21408,PRO,ADV,VD,PRO,P,They,never,troubled,themselves,about,PRO_ADV,ADV_PRO,PRO_P,VN
466313,21408,ADV,VD,PRO,P,PRO,never,troubled,themselves,about,us,ADV_VD,VD_P,P_PRO,PRO
466314,21408,VD,PRO,P,PRO,CNJ,troubled,themselves,about,us,while,VD_PRO,PRO_PRO,PRO_CNJ,P
466315,21408,PRO,P,PRO,CNJ,PRO,themselves,about,us,while,we,PRO_P,P_CNJ,CNJ_PRO,PRO
466316,21408,P,PRO,CNJ,PRO,V,about,us,while,we,were,P_PRO,PRO_PRO,PRO_V,CNJ
466317,21408,PRO,CNJ,PRO,V,VG,us,while,we,were,playing,PRO_CNJ,CNJ_V,V_VG,PRO
466318,21408,CNJ,PRO,V,VG,",",while,we,were,playing,",",CNJ_PRO,PRO_VG,"VG_,",V
466319,21408,PRO,V,VG,",",CNJ,we,were,playing,",",because,PRO_V,"V_,",",_CNJ",N
466320,21408,V,VG,",",CNJ,DET,were,playing,",",because,the,V_VG,VG_CNJ,CNJ_DET,","
466321,21408,VG,",",CNJ,DET,N,playing,",",because,the,fence,"VG_,",",_DET",DET_N,CNJ
466322,21408,",",CNJ,DET,N,VD,",",because,the,fence,formed,",_CNJ",CNJ_N,N_VD,DET
466323,21408,CNJ,DET,N,VD,DET,because,the,fence,formed,such,CNJ_DET,DET_VD,VD_DET,N
466324,21408,DET,N,VD,DET,DET,the,fence,formed,such,a,DET_N,N_DET,DET_DET,P
466325,21408,N,VD,DET,DET,ADJ,fence,formed,such,a,definite,N_VD,VD_DET,DET_ADJ,DET
466326,21408,VD,DET,DET,ADJ,N,formed,such,a,definite,boundary,VD_DET,DET_ADJ,ADJ_N,DET
466327,21408,DET,DET,ADJ,N,CNJ,such,a,definite,boundary,and,DET_DET,DET_N,N_CNJ,ADJ
466328,21408,DET,ADJ,N,CNJ,``,a,definite,boundary,and,``,DET_ADJ,ADJ_CNJ,CNJ_``,N
466329,21408,ADJ,N,CNJ,``,V,definite,boundary,and,``,Don't,ADJ_N,N_``,``_V,CNJ
466330,21408,N,CNJ,``,V,V,boundary,and,``,Don't,go,N_CNJ,CNJ_V,V_V,``
466331,21408,CNJ,``,V,V,P,and,``,Don't,go,outside,CNJ_``,``_V,V_P,V
466332,21408,``,V,V,P,DET,``,Don't,go,outside,the,``_V,V_P,P_DET,V
466333,21408,V,V,P,DET,N,Don't,go,outside,the,gate,V_V,V_DET,DET_N,P
466334,21408,V,P,DET,N,'',go,outside,the,gate,'',V_P,P_N,N_'',DET
466335,21408,P,DET,N,'',V,outside,the,gate,'',was,P_DET,DET_'',''_V,N
466336,21408,DET,N,'',V,DET,the,gate,'',was,a,DET_N,N_V,V_DET,N
466337,21408,N,'',V,DET,N,gate,'',was,a,command,N_'',''_DET,DET_N,V
466338,21408,'',V,DET,N,DET,'',was,a,command,so,''_V,V_N,N_DET,DET
466339,21408,V,DET,N,DET,ADJ,was,a,command,so,impossible,V_DET,DET_DET,DET_ADJ,N
466340,21408,DET,N,DET,ADJ,P,a,command,so,impossible,of,DET_N,N_ADJ,ADJ_P,DET
466341,21408,N,DET,ADJ,P,N,command,so,impossible,of,misinterpretation,N_DET,DET_P,P_N,ADJ
466342,21408,DET,ADJ,P,N,.,so,impossible,of,misinterpretation,.,DET_ADJ,ADJ_N,N_.,P
466343,21408,ADJ,P,N,.,end,impossible,of,misinterpretation,.,,ADJ_P,P_.,._end,N
466344,21408,P,N,.,end,end,of,misinterpretation,.,,,P_N,N_end,end_end,.
500277,22801,start,start,NP,NP,V,,,Mr.,Nehru,is,start_start,start_NP,NP_V,NP
500278,22801,start,NP,NP,V,VN,,Mr.,Nehru,is,subjected,start_NP,NP_V,V_VN,NP
500279,22801,NP,NP,V,VN,P,Mr.,Nehru,is,subjected,to,NP_NP,NP_VN,VN_P,V
500280,22801,NP,V,VN,P,ADJ,Nehru,is,subjected,to,stern,NP_V,V_P,P_ADJ,VN
500281,22801,V,VN,P,ADJ,N,is,subjected,to,stern,lectures,V_VN,VN_ADJ,ADJ_N,P
500282,22801,VN,P,ADJ,N,P,subjected,to,stern,lectures,on,VN_P,P_N,N_P,ADJ
500283,22801,P,ADJ,N,P,N,to,stern,lectures,on,neutralism,P_ADJ,ADJ_P,P_N,N
500284,22801,ADJ,N,P,N,P,stern,lectures,on,neutralism,by,ADJ_N,N_N,N_P,P
500285,22801,N,P,N,P,PRO,lectures,on,neutralism,by,our,N_P,P_P,P_PRO,N
500286,22801,P,N,P,PRO,N,on,neutralism,by,our,Department,P_N,N_PRO,PRO_N,P
500287,22801,N,P,PRO,N,P,neutralism,by,our,Department,of,N_P,P_N,N_P,DET
500288,22801,P,PRO,N,P,N,by,our,Department,of,State,P_PRO,PRO_P,P_N,N
500289,22801,PRO,N,P,N,",",our,Department,of,State,",",PRO_N,N_N,"N_,",P
500290,22801,N,P,N,",",CNJ,Department,of,State,",",and,N_P,"P_,",",_CNJ",N
500291,22801,P,N,",",CNJ,DET,of,State,",",and,an,P_N,N_CNJ,CNJ_DET,","
500292,22801,N,",",CNJ,DET,ADJ,State,",",and,an,American,"N_,",",_DET",DET_ADJ,CNJ
500293,22801,",",CNJ,DET,ADJ,N,",",and,an,American,President,",_CNJ",CNJ_ADJ,ADJ_N,DET
500294,22801,CNJ,DET,ADJ,N,VBZ,and,an,American,President,observes,CNJ_DET,DET_N,N_VBZ,ADJ
500295,22801,DET,ADJ,N,VBZ,ADV,an,American,President,observes,sourly,DET_ADJ,ADJ_VBZ,VBZ_ADV,N
500296,22801,ADJ,N,VBZ,ADV,CNJ,American,President,observes,sourly,that,ADJ_N,N_ADV,ADV_CNJ,VD
500297,22801,N,VBZ,ADV,CNJ,NP,President,observes,sourly,that,Sweden,N_VBZ,VBZ_CNJ,CNJ_NP,ADV
500298,22801,VBZ,ADV,CNJ,NP,MOD,observes,sourly,that,Sweden,would,VBZ_ADV,ADV_NP,NP_MOD,CNJ
500299,22801,ADV,CNJ,NP,MOD,V,sourly,that,Sweden,would,be,ADV_CNJ,CNJ_MOD,MOD_V,NP
500300,22801,CNJ,NP,MOD,V,DET,that,Sweden,would,be,a,CNJ_NP,NP_V,V_DET,MOD
500301,22801,NP,MOD,V,DET,DET,Sweden,would,be,a,little,NP_MOD,MOD_DET,DET_DET,V
500302,22801,MOD,V,DET,DET,DET,would,be,a,little,less,MOD_V,V_DET,DET_DET,DET
500303,22801,V,DET,DET,DET,ADJ,be,a,little,less,neurotic,V_DET,DET_DET,DET_ADJ,DET
500304,22801,DET,DET,DET,ADJ,CNJ,a,little,less,neurotic,if,DET_DET,DET_ADJ,ADJ_CNJ,DET
500305,22801,DET,DET,ADJ,CNJ,PRO,little,less,neurotic,if,it,DET_DET,DET_CNJ,CNJ_PRO,ADJ
500306,22801,DET,ADJ,CNJ,PRO,V,less,neurotic,if,it,were,DET_ADJ,ADJ_PRO,PRO_V,CNJ
500307,22801,ADJ,CNJ,PRO,V,DET,neurotic,if,it,were,a,ADJ_CNJ,CNJ_V,V_DET,PRO
500308,22801,CNJ,PRO,V,DET,DET,if,it,were,a,little,CNJ_PRO,PRO_DET,DET_DET,V
500309,22801,PRO,V,DET,DET,DET,it,were,a,little,more,PRO_V,V_DET,DET_DET,DET
500310,22801,V,DET,DET,DET,ADJ,were,a,little,more,capitalistic,V_DET,DET_DET,DET_ADJ,DET
500311,22801,DET,DET,DET,ADJ,'',a,little,more,capitalistic,'',DET_DET,DET_ADJ,ADJ_'',DET
500312,22801,DET,DET,ADJ,'',.,little,more,capitalistic,'',.,DET_DET,DET_'',''_.,ADJ
500313,22801,DET,ADJ,'',.,end,more,capitalistic,'',.,,DET_ADJ,ADJ_.,._end,''
500314,22801,ADJ,'',.,end,end,capitalistic,'',.,,,ADJ_'',''_end,end_end,.
508271,23132,start,start,DET,N,WH,,,No,matter,what,start_start,start_N,N_WH,DET
508272,23132,start,DET,N,WH,N,,No,matter,what,troubles,start_DET,DET_WH,WH_N,N
508273,23132,DET,N,WH,N,MOD,No,matter,what,troubles,might,DET_N,N_N,N_MOD,P
508274,23132,N,WH,N,MOD,V,matter,what,troubles,might,betide,N_WH,WH_MOD,MOD_V,N
508275,23132,WH,N,MOD,V,PRO,what,troubles,might,betide,him,WH_N,N_V,V_PRO,N
508276,23132,N,MOD,V,PRO,",",troubles,might,betide,him,",",N_MOD,MOD_PRO,"PRO_,",V
508277,23132,MOD,V,PRO,",",DET,might,betide,him,",",this,MOD_V,"V_,",",_DET",PRO
508278,23132,V,PRO,",",DET,DET,betide,him,",",this,most,V_PRO,PRO_DET,DET_DET,","
508279,23132,PRO,",",DET,DET,ADJ,him,",",this,most,American,"PRO_,",",_DET",DET_ADJ,DET
508280,23132,",",DET,DET,ADJ,P,",",this,most,American,of,",_DET",DET_ADJ,ADJ_P,DET
508281,23132,DET,DET,ADJ,P,N,this,most,American,of,artists,DET_DET,DET_P,P_N,ADJ
508282,23132,DET,ADJ,P,N,VD,most,American,of,artists,knew,DET_ADJ,ADJ_N,N_VD,P
508283,23132,ADJ,P,N,VD,P,American,of,artists,knew,in,ADJ_P,P_VD,VD_P,N
508284,23132,P,N,VD,P,PRO,of,artists,knew,in,his,P_N,N_P,P_PRO,VD
508285,23132,N,VD,P,PRO,N,artists,knew,in,his,heart,N_VD,VD_PRO,PRO_N,P
508286,23132,VD,P,PRO,N,PRO,knew,in,his,heart,he,VD_P,P_N,N_PRO,PRO
508287,23132,P,PRO,N,PRO,MOD,in,his,heart,he,could,P_PRO,PRO_PRO,PRO_MOD,N
508288,23132,PRO,N,PRO,MOD,*,his,heart,he,could,not,PRO_N,N_MOD,MOD_*,PRO
508289,23132,N,PRO,MOD,*,V,heart,he,could,not,function,N_PRO,PRO_*,*_V,MOD
508290,23132,PRO,MOD,*,V,ADV,he,could,not,function,properly,PRO_MOD,MOD_V,V_ADV,*
508291,23132,MOD,*,V,ADV,P,could,not,function,properly,outside,MOD_*,*_ADV,ADV_P,V
508292,23132,*,V,ADV,P,PRO,not,function,properly,outside,his,*_V,V_P,P_PRO,ADV
508293,23132,V,ADV,P,PRO,ADJ,function,properly,outside,his,native,V_ADV,ADV_PRO,PRO_ADJ,P
508294,23132,ADV,P,PRO,ADJ,N,properly,outside,his,native,land,ADV_P,P_ADJ,ADJ_N,PRO
508295,23132,P,PRO,ADJ,N,.,outside,his,native,land,.,P_PRO,PRO_N,N_.,ADJ
508296,23132,PRO,ADJ,N,.,end,his,native,land,.,,PRO_ADJ,ADJ_.,._end,N
508297,23132,ADJ,N,.,end,end,native,land,.,,,ADJ_N,N_end,end_end,.
514847,23406,start,start,CNJ,PRO,V,,,but,they,are,start_start,start_PRO,PRO_V,CNJ
514848,23406,start,CNJ,PRO,V,ADJ,,but,they,are,important,start_CNJ,CNJ_V,V_ADJ,PRO
514849,23406,CNJ,PRO,V,ADJ,N,but,they,are,important,foundation,CNJ_PRO,PRO_ADJ,ADJ_N,V
514850,23406,PRO,V,ADJ,N,N,they,are,important,foundation,stones,PRO_V,V_N,N_N,ADJ
514851,23406,V,ADJ,N,N,P,are,important,foundation,stones,for,V_ADJ,ADJ_N,N_P,N
514852,23406,ADJ,N,N,P,DET,important,foundation,stones,for,more,ADJ_N,N_P,P_DET,N
514853,23406,N,N,P,DET,ADJ,foundation,stones,for,more,extensive,N_N,N_DET,DET_ADJ,P
514854,23406,N,P,DET,ADJ,N,stones,for,more,extensive,exploration,N_P,P_ADJ,ADJ_N,DET
514855,23406,P,DET,ADJ,N,P,for,more,extensive,exploration,of,P_DET,DET_N,N_P,ADJ
514856,23406,DET,ADJ,N,P,ADJ,more,extensive,exploration,of,outer,DET_ADJ,ADJ_P,P_ADJ,N
514857,23406,ADJ,N,P,ADJ,N,extensive,exploration,of,outer,space,ADJ_N,N_ADJ,ADJ_N,P
