,sentence_num,t_i-2,t_i-1,t_i,t_i+1,t_i+2,w_i-2,w_i-1,w_i,w_i+1,w_i+2,"t_i-2,i-1","t_i-1,i+1","t_i+1,i+2",tag_prediction
954235,43827,VN,ADV,ADV,P,DET,hustled,away,quietly,through,the,VN_ADV,ADV_P,P_DET,
954236,43827,ADV,ADV,P,DET,N,away,quietly,through,the,hotel's,ADV_ADV,ADV_DET,DET_N,
954237,43827,ADV,P,DET,N,N,quietly,through,the,hotel's,service,ADV_P,P_N,N_N,
954238,43827,P,DET,N,N,N,through,the,hotel's,service,entrance,P_DET,DET_N,N_N,
954239,43827,DET,N,N,N,P,the,hotel's,service,entrance,in,DET_N,N_N,N_P,
954240,43827,N,N,N,P,DET,hotel's,service,entrance,in,a,N_N,N_P,P_DET,
954241,43827,N,N,P,DET,ADJ,service,entrance,in,a,strange,N_N,N_DET,DET_ADJ,
954242,43827,N,P,DET,ADJ,N,entrance,in,a,strange,car,N_P,P_ADJ,ADJ_N,
954243,43827,P,DET,ADJ,N,WH,in,a,strange,car,which,P_DET,DET_N,N_WH,
954244,43827,DET,ADJ,N,WH,NP,a,strange,car,which,Hub,DET_ADJ,ADJ_WH,WH_NP,
954245,43827,ADJ,N,WH,NP,V,strange,car,which,Hub,had,ADJ_N,N_NP,NP_V,
954246,43827,N,WH,NP,V,VN,car,which,Hub,had,procured,N_WH,WH_V,V_VN,
954247,43827,WH,NP,V,VN,ADV,which,Hub,had,procured,somewhere,WH_NP,NP_VN,VN_ADV,
954248,43827,NP,V,VN,ADV,.,Hub,had,procured,somewhere,.,NP_V,V_ADV,ADV_.,
954249,43827,V,VN,ADV,.,end,had,procured,somewhere,.,,V_VN,VN_.,._end,
954250,43827,VN,ADV,.,end,end,procured,somewhere,.,,,VN_ADV,ADV_end,end_end,
954970,43884,start,start,TO,V,ADV,,,To,act,otherwise,start_start,start_V,V_ADV,
954971,43884,start,TO,V,ADV,MOD,,To,act,otherwise,would,start_TO,TO_ADV,ADV_MOD,
954972,43884,TO,V,ADV,MOD,V,To,act,otherwise,would,be,TO_V,V_MOD,MOD_V,
954973,43884,V,ADV,MOD,V,TO,act,otherwise,would,be,to,V_ADV,ADV_V,V_TO,
954974,43884,ADV,MOD,V,TO,V,otherwise,would,be,to,admit,ADV_MOD,MOD_TO,TO_V,
954975,43884,MOD,V,TO,V,PRO,would,be,to,admit,his,MOD_V,V_V,V_PRO,
954976,43884,V,TO,V,PRO,N,be,to,admit,his,helplessness,V_TO,TO_PRO,PRO_N,
954977,43884,TO,V,PRO,N,.,to,admit,his,helplessness,.,TO_V,V_N,N_.,
954978,43884,V,PRO,N,.,end,admit,his,helplessness,.,,V_PRO,PRO_.,._end,
954979,43884,PRO,N,.,end,end,his,helplessness,.,,,PRO_N,N_end,end_end,
955035,43889,start,start,NP,CNJ,NP,,,Bake,and,Shirl,start_start,start_CNJ,CNJ_NP,
955036,43889,start,NP,CNJ,NP,NP,,Bake,and,Shirl,Winter,start_NP,NP_NP,NP_NP,
955037,43889,NP,CNJ,NP,NP,",",Bake,and,Shirl,Winter,",",NP_CNJ,CNJ_NP,"NP_,",
955038,43889,CNJ,NP,NP,",",P,and,Shirl,Winter,",",on,CNJ_NP,"NP_,",",_P",
955039,43889,NP,NP,",",P,ADJ,Shirl,Winter,",",on,separate,NP_NP,NP_P,P_ADJ,
955040,43889,NP,",",P,ADJ,N,Winter,",",on,separate,telephones,"NP_,",",_ADJ",ADJ_N,
955041,43889,",",P,ADJ,N,",",",",on,separate,telephones,",",",_P",P_N,"N_,",
955042,43889,P,ADJ,N,",",MOD,on,separate,telephones,",",could,P_ADJ,"ADJ_,",",_MOD",
955043,43889,ADJ,N,",",MOD,*,separate,telephones,",",could,not,ADJ_N,N_MOD,MOD_*,
955044,43889,N,",",MOD,*,V,telephones,",",could,not,reach,"N_,",",_*",*_V,
955045,43889,",",MOD,*,V,PRO,",",could,not,reach,him,",_MOD",MOD_V,V_PRO,
955046,43889,MOD,*,V,PRO,P,could,not,reach,him,at,MOD_*,*_PRO,PRO_P,
955047,43889,*,V,PRO,P,DET,not,reach,him,at,any,*_V,V_P,P_DET,
955048,43889,V,PRO,P,DET,ADJ,reach,him,at,any,conceivable,V_PRO,PRO_DET,DET_ADJ,
955049,43889,PRO,P,DET,ADJ,N,him,at,any,conceivable,location,PRO_P,P_ADJ,ADJ_N,
955050,43889,P,DET,ADJ,N,P,at,any,conceivable,location,in,P_DET,DET_N,N_P,
955051,43889,DET,ADJ,N,P,NP,any,conceivable,location,in,Los,DET_ADJ,ADJ_P,P_NP,
955052,43889,ADJ,N,P,NP,NP,conceivable,location,in,Los,Angeles,ADJ_N,N_NP,NP_NP,
955053,43889,N,P,NP,NP,",",location,in,Los,Angeles,",",N_P,P_NP,"NP_,",
955054,43889,P,NP,NP,",",CNJ,in,Los,Angeles,",",nor,P_NP,"NP_,",",_CNJ",
955055,43889,NP,NP,",",CNJ,MOD,Los,Angeles,",",nor,could,NP_NP,NP_CNJ,CNJ_MOD,
955056,43889,NP,",",CNJ,MOD,PRO,Angeles,",",nor,could,they,"NP_,",",_MOD",MOD_PRO,
955057,43889,",",CNJ,MOD,PRO,V,",",nor,could,they,secure,",_CNJ",CNJ_PRO,PRO_V,
955058,43889,CNJ,MOD,PRO,V,DET,nor,could,they,secure,any,CNJ_MOD,MOD_V,V_DET,
955059,43889,MOD,PRO,V,DET,ADJ,could,they,secure,any,clear-cut,MOD_PRO,PRO_DET,DET_ADJ,
955060,43889,PRO,V,DET,ADJ,N,they,secure,any,clear-cut,information,PRO_V,V_ADJ,ADJ_N,
955061,43889,V,DET,ADJ,N,P,secure,any,clear-cut,information,regarding,V_DET,DET_N,N_P,
955062,43889,DET,ADJ,N,P,PRO,any,clear-cut,information,regarding,his,DET_ADJ,ADJ_P,P_PRO,
955063,43889,ADJ,N,P,PRO,N,clear-cut,information,regarding,his,efforts,ADJ_N,N_PRO,PRO_N,
955064,43889,N,P,PRO,N,.,information,regarding,his,efforts,.,N_P,P_N,N_.,
955065,43889,P,PRO,N,.,end,regarding,his,efforts,.,,P_PRO,PRO_.,._end,
955066,43889,PRO,N,.,end,end,his,efforts,.,,,PRO_N,N_end,end_end,
955747,43944,start,start,PRO,V,.,,,They,did,;,start_start,start_V,V_.,
955748,43944,start,PRO,V,.,.,,They,did,;,;,start_PRO,PRO_.,._.,
955749,43944,PRO,V,.,.,end,They,did,;,;,,PRO_V,V_.,._end,
955750,43944,V,.,.,end,end,did,;,;,,,V_.,._end,end_end,
955849,43956,start,start,P,DET,N,,,At,this,moment,start_start,start_DET,DET_N,
955850,43956,start,P,DET,N,",",,At,this,moment,",",start_P,P_N,"N_,",
955851,43956,P,DET,N,",",DET,At,this,moment,",",all,P_DET,"DET_,",",_DET",
955852,43956,DET,N,",",DET,PRO,this,moment,",",all,he,DET_N,N_DET,DET_PRO,
955853,43956,N,",",DET,PRO,MOD,moment,",",all,he,could,"N_,",",_PRO",PRO_MOD,
955854,43956,",",DET,PRO,MOD,V,",",all,he,could,think,",_DET",DET_MOD,MOD_V,
955855,43956,DET,PRO,MOD,V,P,all,he,could,think,of,DET_PRO,PRO_V,V_P,
955856,43956,PRO,MOD,V,P,V,he,could,think,of,was,PRO_MOD,MOD_P,P_V,
955857,43956,MOD,V,P,V,WH,could,think,of,was,what,MOD_V,V_V,V_WH,
955858,43956,V,P,V,WH,PRO,think,of,was,what,he'd,V_P,P_WH,WH_PRO,
955859,43956,P,V,WH,PRO,V,of,was,what,he'd,been,P_V,V_PRO,PRO_V,
955860,43956,V,WH,PRO,V,VN,was,what,he'd,been,forced,V_WH,WH_V,V_VN,
955861,43956,WH,PRO,V,VN,TO,what,he'd,been,forced,to,WH_PRO,PRO_VN,VN_TO,
955862,43956,PRO,V,VN,TO,V,he'd,been,forced,to,undergo,PRO_V,V_TO,TO_V,
955863,43956,V,VN,TO,V,.,been,forced,to,undergo,.,V_VN,VN_V,V_.,
955864,43956,VN,TO,V,.,end,forced,to,undergo,.,,VN_TO,TO_.,._end,
955865,43956,TO,V,.,end,end,to,undergo,.,,,TO_V,V_end,end_end,
956541,44012,start,start,PRO,VD,DET,,,She,smoothed,the,start_start,start_VD,VD_DET,
956542,44012,start,PRO,VD,DET,N,,She,smoothed,the,skirt,start_PRO,PRO_DET,DET_N,
956543,44012,PRO,VD,DET,N,",",She,smoothed,the,skirt,",",PRO_VD,VD_N,"N_,",
956544,44012,VD,DET,N,",",VD,smoothed,the,skirt,",",sat,VD_DET,"DET_,",",_VD",
956545,44012,DET,N,",",VD,ADV,the,skirt,",",sat,down,DET_N,N_VD,VD_ADV,
956546,44012,N,",",VD,ADV,",",skirt,",",sat,down,",","N_,",",_ADV","ADV_,",
956547,44012,",",VD,ADV,",",ADV,",",sat,down,",",then,",_VD","VD_,",",_ADV",
956548,44012,VD,ADV,",",ADV,VD,sat,down,",",then,stood,VD_ADV,ADV_ADV,ADV_VD,
956549,44012,ADV,",",ADV,VD,ADV,down,",",then,stood,up,"ADV_,",",_VD",VD_ADV,
956550,44012,",",ADV,VD,ADV,CNJ,",",then,stood,up,and,",_ADV",ADV_ADV,ADV_CNJ,
956551,44012,ADV,VD,ADV,CNJ,VD,then,stood,up,and,went,ADV_VD,VD_CNJ,CNJ_VD,
956552,44012,VD,ADV,CNJ,VD,ADV,stood,up,and,went,back,VD_ADV,ADV_VD,VD_ADV,
956553,44012,ADV,CNJ,VD,ADV,P,up,and,went,back,to,ADV_CNJ,CNJ_ADV,ADV_P,
956554,44012,CNJ,VD,ADV,P,DET,and,went,back,to,the,CNJ_VD,VD_P,P_DET,
956555,44012,VD,ADV,P,DET,N,went,back,to,the,windows,VD_ADV,ADV_DET,DET_N,
956556,44012,ADV,P,DET,N,.,back,to,the,windows,.,ADV_P,P_N,N_.,
956557,44012,P,DET,N,.,end,to,the,windows,.,,P_DET,DET_.,._end,
956558,44012,DET,N,.,end,end,the,windows,.,,,DET_N,N_end,end_end,
959661,44242,start,start,NP,ADV,V,,,Willings,undoubtedly,had,start_start,start_ADV,ADV_V,
959662,44242,start,NP,ADV,V,.,,Willings,undoubtedly,had,.,start_NP,NP_V,V_.,
959663,44242,NP,ADV,V,.,end,Willings,undoubtedly,had,.,,NP_ADV,ADV_.,._end,
959664,44242,ADV,V,.,end,end,undoubtedly,had,.,,,ADV_V,V_end,end_end,
964722,44624,start,start,WH,V,PRO,,,How,was,he,start_start,start_V,V_PRO,
964723,44624,start,WH,V,PRO,TO,,How,was,he,to,start_WH,WH_PRO,PRO_TO,
964724,44624,WH,V,PRO,TO,V,How,was,he,to,suspect,WH_V,V_TO,TO_V,
964725,44624,V,PRO,TO,V,CNJ,was,he,to,suspect,that,V_PRO,PRO_V,V_CNJ,
964726,44624,PRO,TO,V,CNJ,DET,he,to,suspect,that,an,PRO_TO,TO_CNJ,CNJ_DET,
964727,44624,TO,V,CNJ,DET,N,to,suspect,that,an,assassin,TO_V,V_DET,DET_N,
964728,44624,V,CNJ,DET,N,V,suspect,that,an,assassin,had,V_CNJ,CNJ_N,N_V,
964729,44624,CNJ,DET,N,V,V,that,an,assassin,had,been,CNJ_DET,DET_V,V_V,
964730,44624,DET,N,V,V,VG,an,assassin,had,been,lurking,DET_N,N_V,V_VG,
964731,44624,N,V,V,VG,ADV,assassin,had,been,lurking,somewhere,N_V,V_VG,VG_ADV,
964732,44624,V,V,VG,ADV,P,had,been,lurking,somewhere,across,V_V,V_ADV,ADV_P,
964733,44624,V,VG,ADV,P,DET,been,lurking,somewhere,across,the,V_VG,VG_P,P_DET,
964734,44624,VG,ADV,P,DET,N,lurking,somewhere,across,the,street,VG_ADV,ADV_DET,DET_N,
964735,44624,ADV,P,DET,N,VG,somewhere,across,the,street,waiting,ADV_P,P_N,N_VG,
964736,44624,P,DET,N,VG,P,across,the,street,waiting,for,P_DET,DET_VG,VG_P,
964737,44624,DET,N,VG,P,ADV,the,street,waiting,for,just,DET_N,N_P,P_ADV,
964738,44624,N,VG,P,ADV,DET,street,waiting,for,just,such,N_VG,VG_ADV,ADV_DET,
964739,44624,VG,P,ADV,DET,DET,waiting,for,just,such,a,VG_P,P_DET,DET_DET,
964740,44624,P,ADV,DET,DET,N,for,just,such,a,chance,P_ADV,ADV_DET,DET_N,
964741,44624,ADV,DET,DET,N,.,just,such,a,chance,?,ADV_DET,DET_N,N_.,
964742,44624,DET,DET,N,.,.,such,a,chance,?,?,DET_DET,DET_.,._.,
964743,44624,DET,N,.,.,end,a,chance,?,?,,DET_N,N_.,._end,
964744,44624,N,.,.,end,end,chance,?,?,,,N_.,._end,end_end,
969020,44856,start,start,CNJ,PRO,VD,,,For,he,remembered,start_start,start_PRO,PRO_VD,
969021,44856,start,CNJ,PRO,VD,DET,,For,he,remembered,too,start_CNJ,CNJ_VD,VD_DET,
969022,44856,CNJ,PRO,VD,DET,ADV,For,he,remembered,too,well,CNJ_PRO,PRO_DET,DET_ADV,
969023,44856,PRO,VD,DET,ADV,WH,he,remembered,too,well,how,PRO_VD,VD_ADV,ADV_WH,
969024,44856,VD,DET,ADV,WH,PRO,remembered,too,well,how,he,VD_DET,DET_WH,WH_PRO,
969025,44856,DET,ADV,WH,PRO,V,too,well,how,he,had,DET_ADV,ADV_PRO,PRO_V,
969026,44856,ADV,WH,PRO,V,VN,well,how,he,had,brought,ADV_WH,WH_V,V_VN,
969027,44856,WH,PRO,V,VN,ADV,how,he,had,brought,back,WH_PRO,PRO_VN,VN_ADV,
969028,44856,PRO,V,VN,ADV,DET,he,had,brought,back,the,PRO_V,V_ADV,ADV_DET,
969029,44856,V,VN,ADV,DET,VN,had,brought,back,the,loaded,V_VN,VN_DET,DET_VN,
969030,44856,VN,ADV,DET,VN,N,brought,back,the,loaded,drinks,VN_ADV,ADV_VN,VN_N,
969031,44856,ADV,DET,VN,N,P,back,the,loaded,drinks,to,ADV_DET,DET_N,N_P,
969032,44856,DET,VN,N,P,NP,the,loaded,drinks,to,Burton,DET_VN,VN_P,P_NP,
969033,44856,VN,N,P,NP,CNJ,loaded,drinks,to,Burton,and,VN_N,N_NP,NP_CNJ,
969034,44856,N,P,NP,CNJ,ADV,drinks,to,Burton,and,then,N_P,P_CNJ,CNJ_ADV,
969035,44856,P,NP,CNJ,ADV,VN,to,Burton,and,then,returned,P_NP,NP_ADV,ADV_VN,
969036,44856,NP,CNJ,ADV,VN,P,Burton,and,then,returned,to,NP_CNJ,CNJ_VN,VN_P,
969037,44856,CNJ,ADV,VN,P,DET,and,then,returned,to,the,CNJ_ADV,ADV_P,P_DET,
969038,44856,ADV,VN,P,DET,N,then,returned,to,the,kitchen,ADV_VN,VN_DET,DET_N,
969039,44856,VN,P,DET,N,TO,returned,to,the,kitchen,to,VN_P,P_N,N_TO,
969040,44856,P,DET,N,TO,V,to,the,kitchen,to,get,P_DET,DET_TO,TO_V,
969041,44856,DET,N,TO,V,ADJ,the,kitchen,to,get,weaker,DET_N,N_V,V_ADJ,
969042,44856,N,TO,V,ADJ,N,kitchen,to,get,weaker,drinks,N_TO,TO_ADJ,ADJ_N,
969043,44856,TO,V,ADJ,N,P,to,get,weaker,drinks,for,TO_V,V_N,N_P,
969044,44856,V,ADJ,N,P,PRO,get,weaker,drinks,for,himself,V_ADJ,ADJ_P,P_PRO,
969045,44856,ADJ,N,P,PRO,.,weaker,drinks,for,himself,.,ADJ_N,N_PRO,PRO_.,
969046,44856,N,P,PRO,.,end,drinks,for,himself,.,,N_P,P_.,._end,
969047,44856,P,PRO,.,end,end,for,himself,.,,,P_PRO,PRO_end,end_end,
971152,44990,start,start,N,VD,P,,,Poet,nodded,to,start_start,start_VD,VD_P,
971153,44990,start,N,VD,P,NP,,Poet,nodded,to,Nick,start_N,N_P,P_NP,
971154,44990,N,VD,P,NP,CNJ,Poet,nodded,to,Nick,and,N_VD,VD_NP,NP_CNJ,
971155,44990,VD,P,NP,CNJ,VD,nodded,to,Nick,and,entered,VD_P,P_CNJ,CNJ_VD,
971156,44990,P,NP,CNJ,VD,DET,to,Nick,and,entered,the,P_NP,NP_VD,VD_DET,
971157,44990,NP,CNJ,VD,DET,N,Nick,and,entered,the,water,NP_CNJ,CNJ_DET,DET_N,
971158,44990,CNJ,VD,DET,N,P,and,entered,the,water,in,CNJ_VD,VD_N,N_P,
971159,44990,VD,DET,N,P,DET,entered,the,water,in,a,VD_DET,DET_P,P_DET,
971160,44990,DET,N,P,DET,ADJ,the,water,in,a,similar,DET_N,N_DET,DET_ADJ,
971161,44990,N,P,DET,ADJ,N,water,in,a,similar,fashion,N_P,P_ADJ,ADJ_N,
971162,44990,P,DET,ADJ,N,.,in,a,similar,fashion,.,P_DET,DET_N,N_.,
971163,44990,DET,ADJ,N,.,end,a,similar,fashion,.,,DET_ADJ,ADJ_.,._end,
971164,44990,ADJ,N,.,end,end,similar,fashion,.,,,ADJ_N,N_end,end_end,
971841,45030,start,start,``,*,DET,,,``,Not,a,start_start,start_*,*_DET,
971842,45030,start,``,*,DET,N,,``,Not,a,thing,start_``,``_DET,DET_N,
971843,45030,``,*,DET,N,'',``,Not,a,thing,'',``_*,*_N,N_'',
971844,45030,*,DET,N,'',.,Not,a,thing,'',.,*_DET,DET_'',''_.,
971845,45030,DET,N,'',.,end,a,thing,'',.,,DET_N,N_.,._end,
971846,45030,N,'',.,end,end,thing,'',.,,,N_'',''_end,end_end,
975981,45329,start,start,P,DET,DET,,,At,the,same,start_start,start_DET,DET_DET,
975982,45329,start,P,DET,DET,N,,At,the,same,rate,start_P,P_DET,DET_N,
975983,45329,P,DET,DET,N,'',At,the,same,rate,'',P_DET,DET_N,N_'',
975984,45329,DET,DET,N,'',.,the,same,rate,'',.,DET_DET,DET_'',''_.,
975985,45329,DET,N,'',.,end,same,rate,'',.,,DET_N,N_.,._end,
975986,45329,N,'',.,end,end,rate,'',.,,,N_'',''_end,end_end,
976013,45333,start,start,PRO,VD,PRO,,,He,raised,his,start_start,start_VD,VD_PRO,
976014,45333,start,PRO,VD,PRO,N,,He,raised,his,voice,start_PRO,PRO_PRO,PRO_N,
976015,45333,PRO,VD,PRO,N,.,He,raised,his,voice,.,PRO_VD,VD_N,N_.,
976016,45333,VD,PRO,N,.,end,raised,his,voice,.,,VD_PRO,PRO_.,._end,
976017,45333,PRO,N,.,end,end,his,voice,.,,,PRO_N,N_end,end_end,
976581,45387,start,start,NP,VD,PRO,,,Alec,gave,him,start_start,start_VD,VD_PRO,
976582,45387,start,NP,VD,PRO,DET,,Alec,gave,him,a,start_NP,NP_PRO,PRO_DET,
976583,45387,NP,VD,PRO,DET,N,Alec,gave,him,a,tip,NP_VD,VD_DET,DET_N,
976584,45387,VD,PRO,DET,N,CNJ,gave,him,a,tip,and,VD_PRO,PRO_N,N_CNJ,
976585,45387,PRO,DET,N,CNJ,V,him,a,tip,and,let,PRO_DET,DET_CNJ,CNJ_V,
976586,45387,DET,N,CNJ,V,PRO,a,tip,and,let,him,DET_N,N_V,V_PRO,
976587,45387,N,CNJ,V,PRO,V,tip,and,let,him,go,N_CNJ,CNJ_PRO,PRO_V,
976588,45387,CNJ,V,PRO,V,.,and,let,him,go,.,CNJ_V,V_V,V_.,
976589,45387,V,PRO,V,.,end,let,him,go,.,,V_PRO,PRO_.,._end,
976590,45387,PRO,V,.,end,end,him,go,.,,,PRO_V,V_end,end_end,
977850,45486,start,start,PRO,V,VN,,,they,are,set,start_start,start_V,V_VN,
977851,45486,start,PRO,V,VN,ADV,,they,are,set,forth,start_PRO,PRO_VN,VN_ADV,
977852,45486,PRO,V,VN,ADV,P,they,are,set,forth,in,PRO_V,V_ADV,ADV_P,
977853,45486,V,VN,ADV,P,PRO,are,set,forth,in,your,V_VN,VN_P,P_PRO,
977854,45486,VN,ADV,P,PRO,ADJ,set,forth,in,your,own,VN_ADV,ADV_PRO,PRO_ADJ,
977855,45486,ADV,P,PRO,ADJ,N,forth,in,your,own,newspapers,ADV_P,P_ADJ,ADJ_N,
977856,45486,P,PRO,ADJ,N,.,in,your,own,newspapers,.,P_PRO,PRO_N,N_.,
977857,45486,PRO,ADJ,N,.,end,your,own,newspapers,.,,PRO_ADJ,ADJ_.,._end,
977858,45486,ADJ,N,.,end,end,own,newspapers,.,,,ADJ_N,N_end,end_end,
977859,45487,start,start,PRO,V,P,,,You,want,from,start_start,start_V,V_P,
977860,45487,start,PRO,V,P,PRO,,You,want,from,me,start_PRO,PRO_P,P_PRO,
977861,45487,PRO,V,P,PRO,DET,You,want,from,me,the,PRO_V,V_PRO,PRO_DET,
977862,45487,V,P,PRO,DET,N,want,from,me,the,story,V_P,P_DET,DET_N,
977863,45487,P,PRO,DET,N,",",from,me,the,story,",",P_PRO,PRO_N,"N_,",
977864,45487,PRO,DET,N,",",CNJ,me,the,story,",",but,PRO_DET,"DET_,",",_CNJ",
977865,45487,DET,N,",",CNJ,DET,the,story,",",but,a,DET_N,N_CNJ,CNJ_DET,
977866,45487,N,",",CNJ,DET,N,story,",",but,a,story,"N_,",",_DET",DET_N,
977867,45487,",",CNJ,DET,N,V,",",but,a,story,is,",_CNJ",CNJ_N,N_V,
977868,45487,CNJ,DET,N,V,P,but,a,story,is,about,CNJ_DET,DET_V,V_P,
977869,45487,DET,N,V,P,',a,story,is,about,',DET_N,N_P,P_',
977870,45487,N,V,P,',WH,story,is,about,',why,N_V,V_','_WH,
977871,45487,V,P,',WH,',is,about,',why,',V_P,P_WH,WH_',
977872,45487,P,',WH,',CNJ,about,',why,',and,P_','_','_CNJ,
977873,45487,',WH,',CNJ,ADV,',why,',and,then,'_WH,WH_CNJ,CNJ_ADV,
977874,45487,WH,',CNJ,ADV,",",why,',and,then,",",WH_','_ADV,"ADV_,",
977875,45487,',CNJ,ADV,",",ADV,',and,then,",",perhaps,'_CNJ,"CNJ_,",",_ADV",
977876,45487,CNJ,ADV,",",ADV,",",and,then,",",perhaps,",",CNJ_ADV,ADV_ADV,"ADV_,",
977877,45487,ADV,",",ADV,",",P,then,",",perhaps,",",about,"ADV_,",",_,",",_P",
977878,45487,",",ADV,",",P,WH,",",perhaps,",",about,how,",_ADV",ADV_P,P_WH,
977879,45487,ADV,",",P,WH,.,perhaps,",",about,how,.,"ADV_,",",_WH",WH_.,
977880,45487,",",P,WH,.,end,",",about,how,.,,",_P",P_.,._end,
977881,45487,P,WH,.,end,end,about,how,.,,,P_WH,WH_end,end_end,
978604,45532,start,start,EX,V,DET,,,There,are,a,start_start,start_V,V_DET,
978605,45532,start,EX,V,DET,N,,There,are,a,lot,start_EX,EX_DET,DET_N,
978606,45532,EX,V,DET,N,P,There,are,a,lot,of,EX_V,V_N,N_P,
978607,45532,V,DET,N,P,NP,are,a,lot,of,Scandinavians,V_DET,DET_P,P_NP,
978608,45532,DET,N,P,NP,P,a,lot,of,Scandinavians,in,DET_N,N_NP,NP_P,
978609,45532,N,P,NP,P,DET,lot,of,Scandinavians,in,this,N_P,P_P,P_DET,
978610,45532,P,NP,P,DET,N,of,Scandinavians,in,this,neck,P_NP,NP_DET,DET_N,
978611,45532,NP,P,DET,N,P,Scandinavians,in,this,neck,of,NP_P,P_N,N_P,
978612,45532,P,DET,N,P,DET,in,this,neck,of,the,P_DET,DET_P,P_DET,
978613,45532,DET,N,P,DET,N,this,neck,of,the,woods,DET_N,N_DET,DET_N,
978614,45532,N,P,DET,N,",",neck,of,the,woods,",",N_P,P_N,"N_,",
978615,45532,P,DET,N,",",CNJ,of,the,woods,",",and,P_DET,"DET_,",",_CNJ",
978616,45532,DET,N,",",CNJ,DET,the,woods,",",and,many,DET_N,N_CNJ,CNJ_DET,
978617,45532,N,",",CNJ,DET,ADV,woods,",",and,many,still,"N_,",",_DET",DET_ADV,
978618,45532,",",CNJ,DET,ADV,V,",",and,many,still,make,",_CNJ",CNJ_ADV,ADV_V,
978619,45532,CNJ,DET,ADV,V,VN,and,many,still,make,painted,CNJ_DET,DET_V,V_VN,
978620,45532,DET,ADV,V,VN,N,many,still,make,painted,furniture,DET_ADV,ADV_VN,VN_N,
978621,45532,ADV,V,VN,N,CNJ,still,make,painted,furniture,and,ADV_V,V_N,N_CNJ,
978622,45532,V,VN,N,CNJ,V,make,painted,furniture,and,take,V_VN,VN_CNJ,CNJ_V,
978623,45532,VN,N,CNJ,V,N,painted,furniture,and,take,steam-baths,VN_N,N_V,V_N,
978624,45532,N,CNJ,V,N,.,furniture,and,take,steam-baths,.,N_CNJ,CNJ_N,N_.,
978625,45532,CNJ,V,N,.,end,and,take,steam-baths,.,,CNJ_V,V_.,._end,
978626,45532,V,N,.,end,end,take,steam-baths,.,,,V_N,N_end,end_end,
982290,45770,start,start,PRO,VD,P,,,I,went,through,start_start,start_VD,VD_P,
982291,45770,start,PRO,VD,P,CNJ,,I,went,through,and,start_PRO,PRO_P,P_CNJ,
982292,45770,PRO,VD,P,CNJ,ADV,I,went,through,and,down,PRO_VD,VD_CNJ,CNJ_ADV,
982293,45770,VD,P,CNJ,ADV,",",went,through,and,down,",",VD_P,P_ADV,"ADV_,",
982294,45770,P,CNJ,ADV,",",P,through,and,down,",",into,P_CNJ,"CNJ_,",",_P",
982295,45770,CNJ,ADV,",",P,N,and,down,",",into,pitch,CNJ_ADV,ADV_P,P_N,
982296,45770,ADV,",",P,N,N,down,",",into,pitch,darkness,"ADV_,",",_N",N_N,
982297,45770,",",P,N,N,.,",",into,pitch,darkness,.,",_P",P_N,N_.,
982298,45770,P,N,N,.,end,into,pitch,darkness,.,,P_N,N_.,._end,
982299,45770,N,N,.,end,end,pitch,darkness,.,,,N_N,N_end,end_end,
985141,45953,start,start,``,PRO,V,,,``,I,feel,start_start,start_PRO,PRO_V,
985142,45953,start,``,PRO,V,ADV,,``,I,feel,fine,start_``,``_V,V_ADV,
985143,45953,``,PRO,V,ADV,.,``,I,feel,fine,!,``_PRO,PRO_ADV,ADV_.,
985144,45953,PRO,V,ADV,.,.,I,feel,fine,!,!,PRO_V,V_.,._.,
985145,45953,V,ADV,.,.,end,feel,fine,!,!,,V_ADV,ADV_.,._end,
985146,45953,ADV,.,.,end,end,fine,!,!,,,ADV_.,._end,end_end,
985147,45954,start,start,WH,V,PRO,,,Where,is,everybody,start_start,start_V,V_PRO,
985148,45954,start,WH,V,PRO,'',,Where,is,everybody,'',start_WH,WH_PRO,PRO_'',
985149,45954,WH,V,PRO,'',.,Where,is,everybody,'',?,WH_V,V_'',''_.,
985150,45954,V,PRO,'',.,.,is,everybody,'',?,?,V_PRO,PRO_.,._.,
985151,45954,PRO,'',.,.,end,everybody,'',?,?,,PRO_'',''_.,._end,
985152,45954,'',.,.,end,end,'',?,?,,,''_.,._end,end_end,
985172,45957,start,start,``,UH,'',,,``,Oh,'',start_start,start_UH,UH_'',
985173,45957,start,``,UH,'',.,,``,Oh,'',.,start_``,``_'',''_.,
985174,45957,``,UH,'',.,end,``,Oh,'',.,,``_UH,UH_.,._end,
985175,45957,UH,'',.,end,end,Oh,'',.,,,UH_'',''_end,end_end,
985261,45967,start,start,``,ADJ,DET,,,``,Warm,enough,start_start,start_ADJ,ADJ_DET,
985262,45967,start,``,ADJ,DET,TO,,``,Warm,enough,to,start_``,``_DET,DET_TO,
985263,45967,``,ADJ,DET,TO,V,``,Warm,enough,to,swim,``_ADJ,ADJ_TO,TO_V,
985264,45967,ADJ,DET,TO,V,--,Warm,enough,to,swim,--,ADJ_DET,DET_V,V_--,
985265,45967,DET,TO,V,--,ADJ,enough,to,swim,--,real,DET_TO,TO_--,--_ADJ,
985266,45967,TO,V,--,ADJ,ADJ,to,swim,--,real,Indian,TO_V,V_ADJ,ADJ_ADJ,
985267,45967,V,--,ADJ,ADJ,N,swim,--,real,Indian,summer,V_--,--_ADJ,ADJ_N,
